PRODUCTID,Product Name,Product Owner,Product Code,Product Active,Product Manufacturer,Product Category,Created Time,Modified Time,Cost,Taxable,Commission Rate,Quantity Ordered,Quantity In Stock,Reorder Level,Quantity In Demand,Cost of Stocks in hand,Need Replenishment
16001140,Pop C2,Thomas Mondrake,P1141,No,"Johnes Inc.,",Landscape,"04 Aug, 2019 06:30:57","31 Jan, 2021 04:46:43","$1,181.91",No,$62.10,1,14,20,19,"$16,546.74",Yes
16001141,Pop C3,Tina Thomas,P1142,Yes,Lamport Corp,Landscape,"28 Sep, 2019 02:16:36","05 Feb, 2020 08:13:40",$282.26,Yes,$87.51,10,24,20,8,"$6,774.24",No
16001142,Pop C5,Augustine Paul,P1143,Yes,LexPon Inc.,Landscape,"13 Sep, 2019 11:02:11","22 Apr, 2021 02:07:48",$799.34,Yes,$73.65,19,25,10,9,"$19,983.50",No
16001143,Pop C7,Roger Terrence,P1144,No,LexPon Inc.,Landscape,"06 Oct, 2020 08:18:43","08 Feb, 2021 05:29:26",$662.00,Yes,$63.98,3,23,20,11,"$15,226.00",No
16001144,Pop C9,Augustine Paul,P1145,Yes,"Johnes Inc.,",Landscape,"20 Jan, 2020 06:32:17","11 Jun, 2020 02:47:53",$580.16,Yes,$95.36,18,34,10,11,"$19,725.44",No
16001145,Pop D1,Lazar Mathew,P1146,Yes,Lamport Corp,Landscape,"25 Jun, 2019 05:50:12","08 Aug, 2020 04:58:48",$621.48,No,$2.48,46,29,20,11,"$18,022.92",No
16001146,Pop D3,Thomas Mondrake,P1147,Yes,NYC Ltd.,Landscape,"19 Feb, 2021 02:16:38","07 Apr, 2021 03:27:06","$1,828.80",Yes,$41.85,1,11,30,2,"$20,116.80",Yes
16001147,Pop D5,Roger Terrence,P1148,Yes,Lamport Corp,Landscape,"28 May, 2020 12:36:19","15 Aug, 2020 01:28:19",$688.46,Yes,$85.81,21,29,20,11,"$19,965.34",No
16001148,Pop Fit,Santa Cruz Clara,P1149,Yes,"Johnes Inc.,",Landscape,"09 Jun, 2019 10:53:21","06 Oct, 2020 11:26:33",$763.37,Yes,$77.70,35,37,10,9,"$28,244.69",No
16001149,Pop Icon,Rozario Diego,P1150,No,Lamport Corp,Landscape,"21 Jan, 2021 09:47:52","07 Mar, 2021 10:00:26",$845.87,Yes,$12.24,27,32,10,18,"$27,067.84",No
16001150,Pop S3,David Love,P1151,No,AltvetPet Inc.,Landscape,"19 Nov, 2019 12:45:57","13 Oct, 2020 12:51:50","$1,650.72",No,$97.34,31,33,30,4,"$54,473.76",No
16001151,Pop S7,Santa Cruz Clara,P1152,No,Indiana Ltd.,Landscape,"20 May, 2019 12:25:17","04 Jan, 2021 06:42:42",$431.78,Yes,$40.24,33,19,20,17,"$8,203.82",Yes
16001152,Pop S9,Pete Zachariah,P1153,No,MetBeat Corp,Landscape,"09 Mar, 2020 06:15:54","20 Apr, 2021 03:00:41","$1,994.42",Yes,$15.29,8,19,30,11,"$37,893.98",Yes
16001153,Popcorn Insect repellent Plums,Jasmine Frank,P1154,Yes,Indiana Ltd.,Landscape,"08 Jun, 2019 03:32:23","21 Jun, 2019 05:48:00",$857.18,No,$4.19,20,14,30,3,"$12,000.52",Yes
16001154,Popcorn maker,David Love,P1155,No,MetBeat Corp,Landscape,"22 Feb, 2020 12:51:42","02 Feb, 2021 11:28:07",$460.34,No,$95.42,45,28,20,15,"$12,889.52",No
16001155,Poppet valve,Tina Thomas,P1156,Yes,Indiana Ltd.,Landscape,"13 Apr, 2019 07:49:09","02 Sep, 2019 03:56:28","$1,839.20",Yes,$31.49,45,28,20,2,"$51,497.60",No
16001156,Popsicles,Harold Pawlan,P1157,No,NYC Ltd.,Landscape,"03 Apr, 2021 04:24:18","09 Apr, 2021 09:08:11",$131.72,Yes,$60.02,3,35,20,19,"$4,610.20",No
16001157,Postage stampsVarious groceries,Tina Thomas,P1158,Yes,"Johnes Inc.,",Landscape,"15 Sep, 2020 02:05:15","17 Jan, 2021 08:48:53","$1,162.62",No,$7.69,22,30,30,8,"$34,878.60",No
16001158,Potato / Corn chips Light bulbs,Santa Cruz Clara,P1159,No,AltvetPet Inc.,Landscape,"06 Nov, 2019 01:29:57","13 Nov, 2020 11:35:00","$1,134.97",Yes,$11.36,21,34,20,18,"$38,588.98",No
16001159,Potatoes,Augustine Paul,P1160,Yes,MetBeat Corp,Landscape,"06 May, 2020 11:28:25","22 Sep, 2020 12:36:20","$1,559.34",No,$61.88,35,23,30,6,"$35,864.82",Yes
16001160,Powder-actuated tool,Pete Zachariah,P1161,Yes,LexPon Inc.,Landscape,"02 Aug, 2020 12:29:24","09 Apr, 2021 07:47:09",$576.22,Yes,$16.51,43,12,10,18,"$6,914.64",No
16001161,Power steering assembly and component,David Love,P1162,No,AltvetPet Inc.,Landscape,"19 Nov, 2020 02:47:53","22 Dec, 2020 08:09:58",$512.03,Yes,$68.32,23,33,10,1,"$16,896.99",No
16001162,Power window switch,David Love,P1163,No,AltvetPet Inc.,Landscape,"18 May, 2019 12:10:43","19 May, 2020 09:57:42",$402.54,Yes,$18.21,43,22,20,19,"$8,855.88",No
16001163,PresMat Barometer,Roger Terrence,P1164,No,LexPon Inc.,Landscape,"11 Nov, 2019 06:41:36","08 Jan, 2020 04:40:20","$1,627.95",Yes,$23.33,28,18,20,19,"$29,303.10",Yes
16001164,Prescription pick-up,David Love,P1165,Yes,NYC Ltd.,Landscape,"12 Apr, 2019 09:39:49","15 Jun, 2019 12:23:39","$1,971.36",No,$1.36,3,34,30,7,"$67,026.24",No
16001165,Preservative,Augustine Paul,P1166,No,Lamport Corp,Landscape,"29 Aug, 2019 06:38:05","14 May, 2020 07:52:08",$532.71,Yes,$40.00,48,25,10,15,"$13,317.75",No
16001166,Pressure cooker,Jasmine Frank,P1167,No,NYC Ltd.,Landscape,"22 Dec, 2020 12:20:12","17 Feb, 2021 03:24:39",$392.51,No,$63.47,41,9,20,7,"$3,532.59",Yes
16001167,Pressure differential valve,Santa Cruz Clara,P1168,Yes,NYC Ltd.,Landscape,"05 Jan, 2020 01:48:23","02 Aug, 2020 04:40:39","$1,487.41",Yes,$73.45,27,10,30,12,"$14,874.10",Yes
16001168,Pressure fryer,Roger Terrence,P1169,No,NYC Ltd.,Landscape,"07 Jun, 2020 03:59:13","15 Dec, 2020 10:07:49",$966.89,No,$71.21,35,37,10,12,"$35,774.93",No
16001169,Pretzels,David Love,P1170,No,Indiana Ltd.,Landscape,"31 Oct, 2020 01:23:53","30 Mar, 2021 06:51:36","$1,890.69",Yes,$45.22,28,21,30,6,"$39,704.49",Yes
16001170,Printer paper Goat cheese,Tina Thomas,P1171,No,"Johnes Inc.,",Landscape,"13 Apr, 2021 01:22:44","18 Apr, 2021 06:34:04","$1,272.18",Yes,$67.23,46,35,20,7,"$44,526.30",No
16001171,Probodobodyne HECS,Lazar Mathew,P1172,No,LexPon Inc.,Landscape,"09 Sep, 2020 06:52:44","04 Nov, 2020 08:48:59","$1,375.68",No,$96.75,39,1,20,15,"$1,375.68",Yes
16001172,Probodobodyne OKTO,Augustine Paul,P1173,No,LexPon Inc.,Landscape,"22 Mar, 2020 12:25:12","10 Jul, 2020 03:05:56",$208.86,Yes,$42.18,4,15,10,5,"$3,132.90",No
16001173,Probodobodyne OKTO2,Pete Zachariah,P1174,No,"Johnes Inc.,",Landscape,"06 Sep, 2020 09:08:13","18 Jan, 2021 03:06:06","$1,296.79",Yes,$97.35,30,11,30,7,"$14,264.69",Yes
16001174,Probodobodyne QBE,Harold Pawlan,P1175,Yes,"Johnes Inc.,",Landscape,"27 May, 2020 06:11:40","15 Jun, 2020 07:07:33",$194.61,Yes,$66.32,44,18,10,16,"$3,502.98",No
16001175,"Prop shaft (drive shaft, propeller shaft)",Roger Terrence,P1176,No,Indiana Ltd.,Landscape,"25 Mar, 2020 11:54:12","05 Nov, 2020 06:36:19","$1,935.85",Yes,$95.46,10,35,20,7,"$67,754.75",No
16001176,Proportioning valve,Rozario Diego,P1177,No,Lamport Corp,Landscape,"08 Dec, 2019 02:15:12","10 Mar, 2021 03:34:02",$914.07,Yes,$45.10,17,11,10,6,"$10,054.77",No
16001177,Protective Rocket Nose Mk7,Tina Thomas,P1178,Yes,MetBeat Corp,Landscape,"22 Oct, 2020 03:08:16","02 Nov, 2020 04:47:19",$472.14,No,$89.66,12,36,30,16,"$16,997.04",No
16001178,Provolone,Roger Terrence,P1179,No,NYC Ltd.,Landscape,"30 Mar, 2020 02:18:13","29 Jul, 2020 05:46:20","$1,123.47",No,$81.87,27,29,30,4,"$32,580.63",Yes
16001179,Pulaski (tool),Jasmine Frank,P1180,Yes,MetBeat Corp,Landscape,"25 Dec, 2020 10:52:58","15 Feb, 2021 07:38:06","$1,639.28",No,$98.12,20,6,20,8,"$9,835.68",Yes
16001180,Pulley part,Thomas Mondrake,P1181,No,AltvetPet Inc.,Landscape,"21 Oct, 2020 08:27:48","31 Jan, 2021 01:35:28",$100.18,No,$84.37,39,14,20,6,"$1,402.52",Yes
16001181,Putty knife,Rozario Diego,P1182,Yes,Lamport Corp,Landscape,"07 Sep, 2020 02:16:40","26 Feb, 2021 11:29:19","$1,385.95",Yes,$1.63,29,8,30,16,"$11,087.60",Yes
16001182,Quarter panel,Jasmine Frank,P1183,Yes,Lamport Corp,Landscape,"29 Feb, 2020 07:59:29","14 Nov, 2020 11:48:29",$195.32,No,$94.78,44,28,20,2,"$5,468.96",No
16001183,R.A.P.I.E.R. Engine,Tina Thomas,P1184,No,AltvetPet Inc.,Landscape,"29 Oct, 2020 07:50:46","08 Dec, 2020 10:53:19","$1,452.68",No,$74.15,39,18,10,12,"$26,148.24",No
16001184,RC-001S Remote Guidance Unit,Harold Pawlan,P1185,No,"Johnes Inc.,",Landscape,"08 Feb, 2021 04:56:38","25 Mar, 2021 02:10:06",$807.20,Yes,$50.70,34,13,10,15,"$10,493.60",No
16001185,RC-L01 Remote Guidance Unit,David Love,P1186,No,Indiana Ltd.,Pesticides,"22 May, 2019 11:20:10","30 Oct, 2019 12:14:32","$1,662.54",Yes,$71.97,3,38,30,15,"$63,176.52",No
16001186,Rack end,Santa Cruz Clara,P1187,No,Lamport Corp,Pesticides,"22 Jul, 2020 07:21:04","19 Feb, 2021 06:17:15","$1,986.67",Yes,$1.16,36,7,30,8,"$13,906.69",Yes
16001187,Radial Engine Body[Note 1],Roger Terrence,P1188,Yes,LexPon Inc.,Pesticides,"17 Apr, 2021 01:40:27","18 Apr, 2021 10:45:46",$149.43,No,$72.11,22,22,30,10,"$3,287.46",Yes
16001188,Radiator,Augustine Paul,P1189,No,LexPon Inc.,Pesticides,"12 Apr, 2019 07:10:17","09 Oct, 2020 01:20:11","$1,828.63",Yes,$3.31,7,18,10,17,"$32,915.34",No
16001189,Radiator (fan) shroud,Rozario Diego,P1190,Yes,NYC Ltd.,Pesticides,"27 Jun, 2019 06:48:34","01 Mar, 2021 10:21:38","$1,734.79",No,$98.77,23,39,30,11,"$67,656.81",No
16001190,Radiator bolt,Tina Thomas,P1191,Yes,LexPon Inc.,Pesticides,"12 Dec, 2020 07:07:23","28 Mar, 2021 11:34:12","$1,292.86",Yes,$52.33,46,31,30,2,"$40,078.66",No
16001191,Radiator core support,David Love,P1192,No,Indiana Ltd.,Pesticides,"16 Jan, 2020 01:57:20","30 Jul, 2020 01:26:42","$1,348.62",No,$25.19,9,36,30,1,"$48,550.32",No
16001192,Radiator gasket,David Love,P1193,Yes,AltvetPet Inc.,Pesticides,"14 Feb, 2021 05:48:02","20 Mar, 2021 12:54:21","$1,944.40",No,$31.66,27,15,20,9,"$29,166.00",Yes
16001193,Radiator pressure cap,Thomas Mondrake,P1194,No,LexPon Inc.,Pesticides,"25 Aug, 2020 09:43:37","10 Oct, 2020 08:06:16",$593.01,No,$45.23,30,27,20,7,"$16,011.27",No
16001194,Radio and media player,Thomas Mondrake,P1195,Yes,LexPon Inc.,Pesticides,"28 Jan, 2020 09:45:13","02 Aug, 2020 11:16:33","$1,261.68",Yes,$84.94,44,17,30,6,"$21,448.56",Yes
16001195,Radionuclides Grapes,Augustine Paul,P1196,No,Lamport Corp,Pesticides,"10 Jun, 2019 06:34:52","08 Jul, 2019 03:30:32","$1,811.08",Yes,$27.44,47,4,10,11,"$7,244.32",Yes
16001196,Ram Air Intake,Thomas Mondrake,P1197,No,Lamport Corp,Pesticides,"11 Jan, 2021 04:18:06","03 Mar, 2021 10:29:53","$1,476.35",No,$96.54,22,5,10,17,"$7,381.75",Yes
16001197,Random impulse buy,Augustine Paul,P1198,Yes,Indiana Ltd.,Pesticides,"10 Jul, 2019 03:08:58","19 Nov, 2019 07:54:53","$1,086.47",No,$6.91,23,12,30,4,"$13,037.64",Yes
16001198,Rat trap,Harold Pawlan,P1199,No,Indiana Ltd.,Pesticides,"17 Dec, 2019 07:02:25","21 Dec, 2019 05:54:54",$433.22,No,$90.58,6,11,20,8,"$4,765.42",Yes
16001199,Razors / Shaving cream,David Love,P1200,No,Indiana Ltd.,Pesticides,"27 Dec, 2019 11:08:01","02 Feb, 2020 12:16:36",$219.43,No,$10.12,35,20,30,3,"$4,388.60",Yes
16001200,Rear spoiler (wing),Tina Thomas,P1201,Yes,NYC Ltd.,Pesticides,"22 Sep, 2019 07:31:48","17 Apr, 2020 10:55:47",$194.47,No,$23.05,19,28,20,9,"$5,445.16",No
16001201,Red pepper,Thomas Mondrake,P1202,No,Lamport Corp,Pesticides,"30 Sep, 2020 02:58:20","28 Feb, 2021 12:49:56","$1,184.97",Yes,$5.24,39,6,30,18,"$7,109.82",Yes
16001202,Red wine / White wine,Jasmine Frank,P1203,Yes,NYC Ltd.,Pesticides,"08 Dec, 2019 02:19:37","18 Feb, 2021 06:05:18","$1,974.45",No,$97.83,24,13,30,2,"$25,667.85",Yes
16001203,Redheads (matches),Tina Thomas,P1204,Yes,"Johnes Inc.,",Pesticides,"14 Feb, 2021 12:17:28","20 Mar, 2021 09:46:46","$1,148.30",No,$16.66,10,20,10,17,"$22,966.00",No
16001204,Reflector oven,Tina Thomas,P1205,No,Indiana Ltd.,Pesticides,"28 Nov, 2020 04:52:55","11 Feb, 2021 01:43:14","$1,591.16",No,$30.06,17,10,10,2,"$15,911.60",No
16001205,Reinforced hose (high-pressure hose),Santa Cruz Clara,P1206,No,LexPon Inc.,Pesticides,"29 Jun, 2019 06:59:08","08 Aug, 2019 12:27:06","$1,867.31",Yes,$40.67,38,25,10,8,"$46,682.75",No
16001206,Relay connector,Santa Cruz Clara,P1207,Yes,"Johnes Inc.,",Pesticides,"24 Dec, 2019 12:44:21","10 Jan, 2021 12:56:04",$216.01,No,$39.75,30,38,10,13,"$8,208.38",No
16001207,Relish,Lazar Mathew,P1208,Yes,MetBeat Corp,Pesticides,"29 Aug, 2019 05:46:02","13 Sep, 2020 02:44:20","$1,382.87",Yes,$71.61,28,10,30,15,"$13,828.70",Yes
16001208,Remoska,Augustine Paul,P1209,No,Indiana Ltd.,Pesticides,"13 Mar, 2021 12:50:31","18 Mar, 2021 08:36:26","$1,654.04",Yes,$40.98,32,18,30,13,"$29,772.72",Yes
16001209,Remote lock,Tina Thomas,P1210,No,NYC Ltd.,Pesticides,"29 Aug, 2020 06:52:43","17 Nov, 2020 03:08:30","$1,847.53",No,$55.98,26,31,30,7,"$57,273.43",No
16001210,Reservoir,Harold Pawlan,P1211,No,NYC Ltd.,Pesticides,"08 Jun, 2020 05:16:04","05 Apr, 2021 07:09:12","$1,558.23",Yes,$94.11,35,17,20,14,"$26,489.91",Yes
16001211,Resonator,Roger Terrence,P1212,Yes,LexPon Inc.,Pesticides,"16 Mar, 2021 08:11:17","25 Mar, 2021 09:23:55","$1,330.81",Yes,$75.58,7,6,30,14,"$7,984.86",Yes
16001212,Rice,Pete Zachariah,P1213,Yes,LexPon Inc.,Pesticides,"24 Jul, 2020 08:36:17","05 Nov, 2020 09:03:10","$1,962.34",No,$77.92,22,6,20,5,"$11,774.04",Yes
16001213,Rice cooker,Thomas Mondrake,P1214,Yes,Lamport Corp,Pesticides,"17 May, 2019 04:01:38","13 Jan, 2020 04:12:41","$1,292.23",Yes,$13.27,19,27,30,10,"$34,890.21",Yes
16001214,Rice paper,Thomas Mondrake,P1215,No,NYC Ltd.,Pesticides,"27 Dec, 2019 03:03:09","12 Apr, 2020 04:09:25",$232.22,Yes,$90.40,30,8,30,10,"$1,857.76",Yes
16001215,Rice polisher,Augustine Paul,P1216,Yes,MetBeat Corp,Pesticides,"30 Jan, 2021 06:58:49","27 Feb, 2021 10:19:15","$1,365.21",No,$99.59,3,20,30,16,"$27,304.20",Yes
16001216,Ricotta,Roger Terrence,P1217,Yes,AltvetPet Inc.,Pesticides,"26 Sep, 2019 01:29:10","19 Oct, 2020 02:56:17","$1,351.34",Yes,$18.32,44,5,30,12,"$6,756.70",Yes
16001217,Rims,Thomas Mondrake,P1218,Yes,LexPon Inc.,Pesticides,"05 Mar, 2021 01:33:54","23 Mar, 2021 08:31:41","$1,115.68",No,$35.93,48,9,20,1,"$10,041.12",Yes
16001218,Rivet,Augustine Paul,P1219,Yes,MetBeat Corp,Pesticides,"29 Jun, 2020 06:07:38","12 Jul, 2020 09:41:45",$517.81,No,$63.77,39,21,20,4,"$10,874.01",No
16001219,Rivet gun,Thomas Mondrake,P1220,Yes,MetBeat Corp,Pesticides,"02 Mar, 2020 09:25:22","11 Nov, 2020 04:01:48",$477.65,Yes,$64.03,2,37,30,5,"$17,673.05",No
16001220,Roadsign,Roger Terrence,P1221,No,Indiana Ltd.,Pesticides,"29 May, 2020 09:39:30","20 Jun, 2020 02:58:01","$1,171.17",No,$37.90,9,36,10,10,"$42,162.12",No
16001221,Roasting jack,Tina Thomas,P1222,No,MetBeat Corp,Pesticides,"28 May, 2019 04:45:56","20 Aug, 2020 03:35:42","$1,429.25",Yes,$5.70,48,28,10,6,"$40,019.00",No
16001222,Rocker,Augustine Paul,P1223,No,Indiana Ltd.,Pesticides,"17 Feb, 2021 08:11:20","13 Mar, 2021 07:34:24","$1,142.63",No,$54.93,23,13,10,5,"$14,854.19",No
16001223,Rocker arm,Tina Thomas,P1224,No,"Johnes Inc.,",Pesticides,"02 Jan, 2021 06:47:19","27 Mar, 2021 03:42:23","$1,514.85",Yes,$91.06,40,33,30,10,"$49,990.05",No
16001224,Rocker cover,Augustine Paul,P1225,No,NYC Ltd.,Pesticides,"25 Apr, 2020 10:42:54","19 Nov, 2020 03:18:13",$735.82,Yes,$5.27,11,9,30,9,"$6,622.38",Yes
16001225,Rocket mass heater,Pete Zachariah,P1226,Yes,MetBeat Corp,Pesticides,"18 Jun, 2019 06:22:07","14 Jun, 2020 09:11:40",$556.37,Yes,$1.67,3,18,20,9,"$10,014.66",Yes
16001226,Rockomax Brand Adapter,Tina Thomas,P1227,Yes,MetBeat Corp,Pesticides,"12 Aug, 2019 10:08:02","01 Oct, 2020 03:29:54","$1,680.73",No,$40.73,3,13,30,7,"$21,849.49",Yes
16001227,Rockomax Brand Adapter 02,Tina Thomas,P1228,No,NYC Ltd.,Pesticides,"31 May, 2019 02:58:38","05 Oct, 2020 07:56:07",$564.55,Yes,$67.02,4,18,20,2,"$10,161.90",Yes
16001228,Rockomax Brand Decoupler,Pete Zachariah,P1229,No,Indiana Ltd.,Pesticides,"21 Jan, 2020 11:26:13","01 Apr, 2020 08:53:58",$221.51,No,$61.76,22,20,20,1,"$4,430.20",No
16001229,Rockomax HubMax Multi-Point Connector,Roger Terrence,P1230,No,"Johnes Inc.,",Pesticides,"08 Mar, 2020 08:03:55","11 Oct, 2020 01:59:19","$1,149.44",Yes,$18.68,8,16,10,4,"$18,391.04",No
16001230,Roll cage or Exo cageCar seat    Arm Rest,Tina Thomas,P1231,Yes,"Johnes Inc.,",Pesticides,"14 May, 2020 03:03:23","24 Dec, 2020 08:43:03","$1,044.34",No,$75.77,49,16,30,4,"$16,709.44",Yes
16001231,Roller bearing,Augustine Paul,P1232,Yes,"Johnes Inc.,",Pesticides,"26 Oct, 2019 11:55:49","01 Apr, 2021 11:45:55",$429.47,No,$91.92,48,38,30,3,"$16,319.86",No
16001232,Roof rack,Santa Cruz Clara,P1233,Yes,MetBeat Corp,Pesticides,"02 Jun, 2020 01:26:54","06 Feb, 2021 12:52:23",$894.09,No,$64.66,13,29,20,6,"$25,928.61",No
16001233,Roomba,Jasmine Frank,P1234,Yes,Indiana Ltd.,Pesticides,"21 Aug, 2020 04:18:46","08 Feb, 2021 03:35:13",$774.23,No,$92.29,19,38,30,17,"$29,420.74",No
16001234,Rose water,Lazar Mathew,P1235,Yes,LexPon Inc.,Pesticides,"29 Apr, 2019 03:22:19","12 Mar, 2020 01:21:09","$1,344.81",No,$29.09,18,9,10,16,"$12,103.29",Yes
16001235,Rotisserie,Rozario Diego,P1236,Yes,NYC Ltd.,Pesticides,"12 Jan, 2021 10:30:26","30 Mar, 2021 03:16:47",$970.29,Yes,$2.59,6,28,10,14,"$27,168.12",No
16001236,RoveMax Model M1,Pete Zachariah,P1237,Yes,AltvetPet Inc.,Pesticides,"15 Dec, 2019 03:18:42","11 Sep, 2020 10:28:29","$1,260.36",No,$10.73,36,28,30,14,"$35,290.08",Yes
16001237,RoveMax Model S2,David Love,P1238,Yes,NYC Ltd.,Pesticides,"03 Nov, 2020 12:05:18","08 Nov, 2020 03:09:56",$540.94,Yes,$39.17,17,17,30,9,"$9,195.98",Yes
16001238,RoveMax Model XL3,Roger Terrence,P1239,No,NYC Ltd.,Pesticides,"10 Jun, 2019 01:50:03","10 Jan, 2020 11:03:28",$852.67,No,$23.68,8,35,10,8,"$29,843.45",No
16001239,Rubber (extruded and molded),Roger Terrence,P1240,Yes,Indiana Ltd.,Pesticides,"03 Feb, 2020 05:55:06","29 Mar, 2021 01:31:47","$1,234.18",Yes,$60.21,28,23,30,17,"$28,386.14",Yes
16001240,Rubber spring,Thomas Mondrake,P1241,Yes,LexPon Inc.,Pesticides,"20 Feb, 2021 08:52:26","05 Mar, 2021 10:10:19",$664.14,Yes,$18.37,38,28,10,11,"$18,595.92",No
16001241,Rum,Lazar Mathew,P1242,Yes,MetBeat Corp,Pesticides,"28 Mar, 2020 05:22:12","16 Apr, 2021 11:00:28","$1,391.08",Yes,$78.09,45,25,10,13,"$34,777.00",No
16001242,Russian oven,Roger Terrence,P1243,Yes,LexPon Inc.,Pesticides,"08 Jan, 2021 03:19:01","15 Jan, 2021 01:55:24",$613.57,No,$5.79,26,35,30,3,"$21,474.95",No
16001243,Rösle,Jasmine Frank,P1244,No,Lamport Corp,Pesticides,"15 Oct, 2020 11:49:23","01 Jan, 2021 12:40:21","$1,778.18",Yes,$56.03,44,39,10,14,"$69,349.02",No
16001244,SARK,Santa Cruz Clara,P1245,No,Indiana Ltd.,Pesticides,"27 Mar, 2021 01:57:55","28 Mar, 2021 07:40:51","$1,079.14",No,$11.91,21,1,30,14,"$1,079.14",Yes
16001245,SC-9001 Science Jr,Jasmine Frank,P1246,No,Lamport Corp,Pesticides,"10 May, 2020 05:42:52","31 May, 2020 12:52:00",$636.18,No,$77.67,39,38,10,16,"$24,174.84",No
16001246,SOG Knife,Rozario Diego,P1247,No,"Johnes Inc.,",Pesticides,"04 Jul, 2019 04:40:06","20 Jan, 2021 08:33:40","$1,799.15",Yes,$53.35,17,9,10,14,"$16,192.35",Yes
16001247,SP-L 1x6 Photovoltaic Panels,Jasmine Frank,P1248,No,Indiana Ltd.,Pesticides,"10 Nov, 2019 02:28:51","18 Dec, 2020 07:20:55","$1,422.74",No,$67.93,17,28,10,11,"$39,836.72",No
16001248,SP-W 2x3 Photovoltaic Panels,Harold Pawlan,P1249,Yes,Indiana Ltd.,Pesticides,"08 Aug, 2019 03:23:14","01 Dec, 2019 07:38:00",$577.06,Yes,$36.42,20,15,10,16,"$8,655.90",No
16001249,Sabbath mode,Augustine Paul,P1250,No,Indiana Ltd.,Pesticides,"20 Jan, 2020 04:15:13","15 Jun, 2020 01:52:41",$185.76,No,$51.12,12,21,20,16,"$3,900.96",No
16001250,Sagaris,Thomas Mondrake,P1251,Yes,Indiana Ltd.,Pesticides,"23 Mar, 2021 10:33:43","20 Apr, 2021 10:44:20",$330.41,Yes,$87.43,25,13,30,8,"$4,295.33",Yes
16001251,Sago,Pete Zachariah,P1252,No,AltvetPet Inc.,Pesticides,"01 Nov, 2019 06:47:49","06 Aug, 2020 06:52:48",$525.91,Yes,$40.00,20,8,20,11,"$4,207.28",Yes
16001252,Saké,Rozario Diego,P1253,Yes,"Johnes Inc.,",Pesticides,"08 Sep, 2020 07:47:43","26 Oct, 2020 11:37:12",$763.66,No,$19.23,42,7,20,7,"$5,345.62",Yes
16001253,Salad dressing,Tina Thomas,P1254,No,"Johnes Inc.,",Pesticides,"25 Jan, 2021 06:37:19","31 Jan, 2021 01:04:43","$1,053.92",Yes,$13.31,36,20,10,2,"$21,078.40",No
16001254,Salamander broiler,Jasmine Frank,P1255,No,LexPon Inc.,Pesticides,"08 Nov, 2020 03:17:57","21 Feb, 2021 01:12:52",$839.64,No,$36.99,16,16,20,14,"$13,434.24",Yes
16001255,Salmon,Tina Thomas,P1256,Yes,Indiana Ltd.,Pesticides,"17 Jan, 2020 01:10:49","13 Feb, 2021 11:09:57",$504.78,Yes,$43.31,30,31,20,16,"$15,648.18",No
16001256,Salpicon,Roger Terrence,P1257,No,"Johnes Inc.,",Pesticides,"10 Jul, 2020 01:38:33","28 Feb, 2021 12:08:09","$1,983.14",Yes,$44.28,7,4,10,17,"$7,932.56",Yes
16001257,Salsa,Roger Terrence,P1258,Yes,LexPon Inc.,Pesticides,"23 Jan, 2021 03:59:35","04 Feb, 2021 09:37:19",$745.46,Yes,$67.19,40,15,30,9,"$11,181.90",Yes
16001258,Salt,Tina Thomas,P1259,Yes,AltvetPet Inc.,Pesticides,"04 Aug, 2019 09:12:38","29 Aug, 2020 05:34:20","$1,421.32",Yes,$25.19,4,28,10,13,"$39,796.96",No
16001259,Samovar,Tina Thomas,P1260,No,LexPon Inc.,Pesticides,"08 Jun, 2019 11:35:11","22 Feb, 2021 03:18:30","$1,433.11",Yes,$37.47,32,29,20,10,"$41,560.19",No
16001260,Sandwich / Freezer bags,David Love,P1261,Yes,NYC Ltd.,Pesticides,"05 Apr, 2020 11:11:19","14 Sep, 2020 10:43:44",$293.41,No,$85.75,30,31,20,1,"$9,095.71",No
16001261,Sandwich slices,Rozario Diego,P1262,Yes,NYC Ltd.,Pesticides,"31 Dec, 2020 10:13:07","08 Mar, 2021 05:02:25",$875.70,No,$65.90,35,36,10,5,"$31,525.20",No
16001262,Sandwich toaster,Tina Thomas,P1263,No,AltvetPet Inc.,Pesticides,"24 Jul, 2020 04:47:19","14 Sep, 2020 09:31:06",$866.99,No,$18.46,10,13,30,17,"$11,270.87",Yes
16001263,Satsivi,David Love,P1264,Yes,Lamport Corp,Pesticides,"10 Jul, 2020 11:25:41","27 Jul, 2020 03:25:21",$304.19,Yes,$50.66,47,35,30,2,"$10,646.65",No
16001264,Screw,Santa Cruz Clara,P1265,No,Lamport Corp,Pesticides,"07 Dec, 2020 09:17:47","26 Dec, 2020 05:33:36","$1,856.77",Yes,$60.33,10,25,20,10,"$46,419.25",No
16001265,Screwdriver,Lazar Mathew,P1266,No,MetBeat Corp,Pesticides,"21 Jan, 2021 10:45:11","20 Mar, 2021 03:42:40","$1,343.98",Yes,$98.23,36,16,10,3,"$21,503.68",No
16001266,Scythe,Lazar Mathew,P1267,No,MetBeat Corp,Pesticides,"03 Apr, 2020 01:07:50","13 Apr, 2020 09:24:21",$172.22,Yes,$49.28,31,24,10,3,"$4,133.28",No
