SALESORDERID,Subject,Sales Order Owner,Status,Due Date,Sub Total,Discount,Tax,Adjustments,Grand Total,Created Time,Modified Time,Is Delayed?,Age In Days,Age Tier,,,,,,,,
21003536,ZR-1601695-Eileen Grey End Table (Stainless Steel - Translucent),Augustine Paul,Created,08-06-2021 02:59,"4,615.17",380.82,351.78,0.43,"3,883",16-11-2020 02:41,26-05-2021 01:33,Yes,204,4. 181 - 360 days,,,,,,,,
21001330,ZR-1541220-Eileen Grey End Table (Stainless Steel - Translucent),Tina Thomas,Approved,29-05-2021 02:04,"46,617.22","2,217.23",21.65,0.34,"44,378",16-11-2020 02:18,13-03-2021 07:05,Yes,194,4. 181 - 360 days,,,,,,,,
21002557,ZR-1569053-Barcelona Chair and Ottoman (Aniline Black),Tina Thomas,Created,11-06-2021 11:16,"14,543.02",103.31,732.66,0.05,"13,707",15-11-2020 10:52,11-02-2021 03:42,Yes,208,4. 181 - 360 days,,,,,,,,
21001560,ZR-50640-Eames Lounge Chair with Ottoman (Italian Black wit,Thomas Mondrake,Created,25-06-2021 04:23,"3,230.79",106.68,169.47,0.35,"2,955",14-11-2020 12:16,19-02-2021 10:16,Yes,223,4. 181 - 360 days,,,,,,,,
21000599,ZR-1571009-Eames Lounge Chair with Ottoman (Italian Black wit,Pete Zachariah,Cancelled,15-02-2021 08:51,"21,943.26",769.90,457.47,0.10,"20,716",14-11-2020 12:09,04-02-2021 08:25,No,93,2. 61 - 120 days,,,,,,,,
21002529,ZR-1567008-Replacement part,Harold Pawlan,Cancelled,17-02-2021 07:53,"17,562.20","1,516.79",770.59,0.18,"15,275",14-11-2020 10:01,24-11-2020 11:29,No,95,2. 61 - 120 days,,,,,,,,
21001920,ZR-1539329-Barcelona Chair (Italian Black),Jasmine Frank,Approved,01-07-2021 08:11,"20,417.64","2,036.58",287.65,0.40,"18,093",14-11-2020 08:13,28-06-2021 04:29,Yes,229,4. 181 - 360 days,,,,,,,,
21002713,ZR-50579-Eames Lounge Chair with Ottoman (Italian White wit,Augustine Paul,Approved,29-06-2021 03:12,670.85,26.51,0.26,0.08,644,14-11-2020 05:22,22-06-2021 01:38,Yes,227,4. 181 - 360 days,,,,,,,,
21000620,ZR-1537438-Brno Flat Chair (Italian Black),Thomas Mondrake,Created,12-03-2021 10:17,"1,423.87",35.07,36.37,0.43,"1,352",14-11-2020 03:26,27-02-2021 11:50,No,118,2. 61 - 120 days,,,,,,,,
21001413,ZR-1571847-LC5 Sofa Bed (Italian White),Tina Thomas,Approved,17-02-2021 11:42,"2,017.02",183.97,98.16,0.11,"1,735",13-11-2020 12:11,13-11-2020 08:59,No,96,2. 61 - 120 days,,,,,,,,
21000038,ZR-1569891-Barcelona Chair (Italian Choc Brown),Pete Zachariah,Delivered,25-06-2021 10:51,"4,847.75",78.62,191.17,0.04,"4,578",13-11-2020 08:26,23-06-2021 10:27,Yes,224,4. 181 - 360 days,,,,,,,,
21000530,ZR-1570075-Knoll Sofa (Italian Ivory),Rozario Diego,Created,16-04-2021 01:27,"21,298.02",850.06,"1,373.58",0.38,"19,074",13-11-2020 07:50,04-01-2021 11:58,No,154,3. 121 - 180 days,,,,,,,,
21000211,ZR-1601730-Barcelona Chair (Italian Ivory),Thomas Mondrake,Delivered,29-01-2021 05:44,"9,938.83",290.05,241.53,0.25,"9,407",13-11-2020 07:03,01-12-2020 11:47,No,77,2. 61 - 120 days,,,,,,,,
21002853,ZR-1627766-Barcelona Chair (Aniline Black),Thomas Mondrake,Approved,02-07-2021 03:47,"1,717.42",81.53,75.53,0.36,"1,560",12-11-2020 09:26,27-06-2021 11:41,Yes,232,4. 181 - 360 days,,,,,,,,
21002060,ZR-1597913-Brno Flat Chair (Italian Black),Jasmine Frank,Created,29-06-2021 08:54,"1,273.05",109.44,55.21,0.40,"1,108",12-11-2020 07:14,23-06-2021 05:24,Yes,229,4. 181 - 360 days,,,,,,,,
21001253,ZR-1569926-Barcelona ottoman (Italian Black),Harold Pawlan,Delivered,19-06-2021 08:52,"34,068.16","1,799.12","2,293.39",0.34,"29,976",11-11-2020 05:19,01-04-2021 01:56,Yes,220,4. 181 - 360 days,,,,,,,,
21002188,ZR-1569895-Barcelona Daybed (Italian Black),Jasmine Frank,Created,17-04-2021 04:57,"5,827.49",568.41,72.41,0.34,"5,187",11-11-2020 01:25,05-02-2021 11:19,No,157,3. 121 - 180 days,,,,,,,,
21002569,ZR-50640-Barcelona Chair and Ottoman (Italian Black),Thomas Mondrake,Delivered,16-06-2021 12:27,"30,965.73","1,619.86","2,027.69",0.18,"27,318",10-11-2020 11:48,29-04-2021 06:56,Yes,218,4. 181 - 360 days,,,,,,,,
21002990,ZR-1509439-Knoll Loveseat (Italian Choc Brown),David Love,Approved,20-06-2021 09:10,"15,405.31",749.53,52.05,0.27,"14,604",10-11-2020 09:44,22-02-2021 03:11,Yes,222,4. 181 - 360 days,,,,,,,,
21000343,ZR-51726-Barcelona Chair (Italian Brown),Tina Thomas,Created,05-05-2021 07:53,"5,215.14",406.67,400.55,0.08,"4,408",10-11-2020 08:07,12-02-2021 04:10,Yes,176,3. 121 - 180 days,,,,,,,,
21000296,ZR-1573827-Barcelona Chair (Italian Brown),Pete Zachariah,Created,10-06-2021 11:06,"12,678.11","1,028.76",212.57,0.22,"11,437",10-11-2020 03:53,20-03-2021 02:55,Yes,212,4. 181 - 360 days,,,,,,,,
21002025,ZR-1539262-LC2 Sofa (Italian Black),Tina Thomas,Approved,30-06-2021 05:42,"11,899.86",740.31,115.20,0.34,"11,044",10-11-2020 03:46,18-06-2021 03:08,Yes,232,4. 181 - 360 days,,,,,,,,
21000592,ZR-1599838-Knoll Chair (Italian Black),Jasmine Frank,Approved,12-06-2021 09:58,"25,375.03","1,542.42","1,380.05",0.44,"22,453",09-11-2020 12:09,30-05-2021 02:58,Yes,215,4. 181 - 360 days,,,,,,,,
21000578,ZR-1541127-Barcelona Chair and Ottoman (Italian Ivory),Rozario Diego,Approved,03-05-2021 07:00,"6,043.10",94.83,22.73,0.47,"5,926",09-11-2020 11:15,23-12-2020 01:12,Yes,175,3. 121 - 180 days,,,,,,,,
21001160,ZR-1544159-LC3 Sofa (Italian Black),Augustine Paul,Delivered,29-12-2020 04:48,"11,930.39","1,123.74","1,137.07",0.42,"9,670",09-11-2020 10:16,15-11-2020 11:25,No,50,1. 0 - 60 days,,,,,,,,
21000047,ZR-1539357-LC3 Chair (Aniline Camel),Harold Pawlan,Delivered,08-06-2021 11:36,"20,597.15",405.22,"2,031.60",0.33,"18,160",09-11-2020 03:28,17-02-2021 05:56,Yes,211,4. 181 - 360 days,,,,,,,,
21002684,ZR-1573893-Barcelona Chair (Italian Brown),Roger Terrence,Approved,09-02-2021 08:05,"24,201.37","2,079.29","1,924.90",0.18,"20,197",08-11-2020 10:58,23-12-2020 01:44,No,93,2. 61 - 120 days,,,,,,,,
21000100,ZR-1573925-Barcelona Chair (Italian Red),Roger Terrence,Approved,25-02-2021 04:42,"8,743.51",797.84,452.20,0.47,"7,493",08-11-2020 08:23,04-01-2021 12:22,No,109,2. 61 - 120 days,,,,,,,,
21001977,ZR-1571072-Noguchi Coffee Table (White Wood),Harold Pawlan,Delivered,20-04-2021 07:57,"23,867.46","1,580.76",98.28,0.42,"22,188",08-11-2020 08:14,04-02-2021 09:11,No,163,3. 121 - 180 days,,,,,,,,
21003284,ZR-50616-Barcelona Chair and Ottoman (Italian Ivory),Tina Thomas,Delivered,03-05-2021 08:07,"11,038.63",746.26,49.62,0.25,"10,243",08-11-2020 05:08,25-04-2021 01:11,Yes,176,3. 121 - 180 days,,,,,,,,
21001074,ZR-1537308-Barcellona Ottoman only (Italian Chocolate Brown),David Love,Delivered,24-06-2021 08:16,"1,283.23",35.29,65.98,0.04,"1,182",08-11-2020 02:21,11-03-2021 12:54,Yes,228,4. 181 - 360 days,,,,,,,,
21002250,ZR-1597763-Barcelona Chair (Aniline Black),David Love,Cancelled,20-04-2021 07:34,"10,780.98",661.36,132.97,0.35,"9,987",08-11-2020 01:08,01-02-2021 02:09,No,163,3. 121 - 180 days,,,,,,,,
21001174,ZR-1573891-Barcelona Chair (Italian Ivory),Harold Pawlan,Delivered,06-02-2021 06:57,"2,171.48",45.78,48.87,0.17,"2,077",07-11-2020 09:21,06-01-2021 02:32,No,91,2. 61 - 120 days,,,,,,,,
21001902,ZR-1540098-Eames DSW Chair (Fibreglass White),Lazar Mathew,Cancelled,10-05-2021 12:32,"20,285.39",658.29,"1,348.93",0.18,"18,278",07-11-2020 07:00,19-04-2021 03:46,No,184,4. 181 - 360 days,,,,,,,,
21000372,ZR-1629629-Eames Lounge Chair with Ottoman (Italian Black wit,Augustine Paul,Created,30-05-2021 08:16,"23,473.24",616.75,223.63,0.14,"22,633",07-11-2020 03:40,02-12-2020 03:18,Yes,204,4. 181 - 360 days,,,,,,,,
21000768,ZR-1571006-Eileen Grey End Table (Stainless Steel - Translucent),Rozario Diego,Approved,19-06-2021 09:52,"19,847.17","1,436.02",328.38,0.23,"18,083",06-11-2020 12:45,03-05-2021 10:12,Yes,225,4. 181 - 360 days,,,,,,,,
21000355,ZR-48849-Barcelona Chair (Aniline White),Roger Terrence,Approved,20-06-2021 01:34,"19,407.33","1,482.77","1,004.67",0.11,"16,920",06-11-2020 10:20,28-12-2020 01:29,Yes,226,4. 181 - 360 days,,,,,,,,
21000111,ZR-1507642-Barcelona Style Coffee Table (3/4 glass),Rozario Diego,Created,31-03-2021 08:51,"19,269.63",219.52,"1,151.74",0.37,"17,898",06-11-2020 09:43,29-01-2021 02:33,No,145,3. 121 - 180 days,,,,,,,,
21002825,ZR-1567967-Barcelona Chair (Italian Choc Brown),Jasmine Frank,Delivered,15-06-2021 07:48,"22,275.67","1,328.96",650.56,0.15,"20,296",06-11-2020 03:43,07-01-2021 08:18,Yes,221,4. 181 - 360 days,,,,,,,,
21001197,ZR-1572027-Barcelona Chair (Aniline Choc Brown),Roger Terrence,Created,04-06-2021 06:18,"33,426.50","2,240.77","3,286.66",0.06,"27,899",05-11-2020 08:34,10-12-2020 06:04,Yes,211,4. 181 - 360 days,,,,,,,,
21001270,ZR-1514343-Barcelona Chair and Ottoman (Italian Brown),Harold Pawlan,Delivered,08-01-2021 05:52,"7,970.42",226.61,113.36,0.45,"7,630",05-11-2020 05:40,13-12-2020 11:25,No,64,2. 61 - 120 days,,,,,,,,
21002629,ZR-1507459-Barcelona Chair (Aniline White),Roger Terrence,Delivered,13-06-2021 03:53,"11,048.46",618.98,470.52,0.04,"9,959",05-11-2020 02:09,10-12-2020 10:26,Yes,220,4. 181 - 360 days,,,,,,,,
21001383,ZR-1629629-Brno Flat Chair (Aniline Black),Thomas Mondrake,Delivered,30-12-2020 11:46,"10,199.81",993.86,463.47,0.47,"8,742",04-11-2020 09:45,05-11-2020 04:23,No,56,1. 0 - 60 days,,,,,,,,
21002739,ZR-1596951-MODWAY product,Rozario Diego,Cancelled,13-05-2021 02:01,"25,165.76",274.72,"2,266.05",0.02,"22,625",04-11-2020 04:48,15-02-2021 10:32,No,190,4. 181 - 360 days,,,,,,,,
21000206,ZR-1542981-Barcelona Chair (Aniline Red),Roger Terrence,Approved,23-06-2021 02:54,"15,758.85",734.53,"1,424.31",0.01,"13,600",04-11-2020 04:28,20-02-2021 06:55,Yes,231,4. 181 - 360 days,,,,,,,,
21002725,ZR-1573861-Barcelona Style Coffee Table (3/4 glass),Jasmine Frank,Approved,28-05-2021 10:53,"17,585.46",587.44,"1,374.33",0.31,"15,624",04-11-2020 01:56,25-03-2021 06:13,Yes,205,4. 181 - 360 days,,,,,,,,
21000692,ZR-1596922-Barcelona Chair (Aniline Black),Thomas Mondrake,Approved,08-03-2021 09:01,"32,115.23","2,022.57","1,921.18",0.48,"28,171",03-11-2020 08:37,10-02-2021 07:48,No,125,3. 121 - 180 days,,,,,,,,
21001024,ZR-49651-Eames Lounge Chair with Ottoman (Italian Choc Brow,Jasmine Frank,Delivered,27-06-2021 05:57,"22,003.99",469.15,"1,342.18",0.35,"20,193",03-11-2020 08:04,07-03-2021 10:34,Yes,236,4. 181 - 360 days,,,,,,,,
21000352,ZR-1538213-Knoll Loveseat (Italian Black),Tina Thomas,Cancelled,09-12-2020 01:08,"31,309.25","2,596.85","2,157.21",0.19,"26,555",03-11-2020 04:23,24-11-2020 09:08,No,36,1. 0 - 60 days,,,,,,,,
21000323,ZR-1537308-barcelona ottoman only (aniline black),Tina Thomas,Delivered,09-05-2021 03:15,"8,353.67",11.80,478.92,0.05,"7,863",03-11-2020 03:33,10-12-2020 08:55,Yes,187,4. 181 - 360 days,,,,,,,,
21000608,ZR-49683-Eames Lounge Chair with Ottoman (Italian Black wit,Lazar Mathew,Delivered,17-04-2021 04:45,"12,090.25",808.42,"1,017.82",0.02,"10,264",02-11-2020 11:10,03-04-2021 12:43,No,166,3. 121 - 180 days,,,,,,,,
21001349,ZR-48659-Barcelona Chair (Aniline Black),Lazar Mathew,Approved,09-06-2021 09:54,"1,383.19",35.09,88.76,0.35,"1,259",02-11-2020 08:20,18-02-2021 12:03,Yes,219,4. 181 - 360 days,,,,,,,,
21000759,ZR-1603741-Barcelona Chair (Italian White),Tina Thomas,Delivered,29-05-2021 03:30,"13,673.97",960.54,653.92,0.49,"12,060",01-11-2020 12:18,18-05-2021 06:36,Yes,209,4. 181 - 360 days,,,,,,,,
21003257,ZR-1537309-Cubo2 Corner Sectional (Italian Black),Pete Zachariah,Cancelled,08-04-2021 02:50,"36,892.48","1,966.12","1,725.95",0.41,"33,200",01-11-2020 11:33,07-02-2021 03:15,No,158,3. 121 - 180 days,,,,,,,,
21000148,ZR-1601697-LC4 Chaise Lounge Chair (Italian Black),Lazar Mathew,Delivered,02-07-2021 01:14,772.14,0.03,45.72,0.39,726,01-11-2020 09:18,27-04-2021 11:31,Yes,243,4. 181 - 360 days,,,,,,,,
21001234,ZR-1603709-Eames Chaise Chair (White),Rozario Diego,Approved,26-06-2021 02:31,"19,592.69","1,769.81",656.06,0.18,"17,167",01-11-2020 04:36,16-06-2021 05:58,Yes,237,4. 181 - 360 days,,,,,,,,
21002560,ZR-50553-Barcelona Style Coffee Table (3/4 glass),Augustine Paul,Created,26-03-2021 12:28,"21,382.21","1,746.70","1,077.67",0.17,"18,558",31-10-2020 10:56,27-01-2021 05:38,No,146,3. 121 - 180 days,,,,,,,,
21000466,ZR-1511330-Knoll Sofa (Italian Black),Roger Terrence,Approved,17-01-2021 07:33,"28,590.24",806.25,"1,959.17",0.19,"25,825",31-10-2020 03:23,17-12-2020 06:34,No,78,2. 61 - 120 days,,,,,,,,
21002642,ZR-1507614-Barcelona Chair and Ottoman (Aniline Black),Rozario Diego,Cancelled,04-06-2021 10:46,"16,893.57","1,093.09","1,348.17",0.32,"14,452",30-10-2020 12:39,16-05-2021 06:47,No,217,4. 181 - 360 days,,,,,,,,
21001350,ZR-1570048-Eames Lounge Chair with Ottoman (Italian Black wit,Tina Thomas,Approved,12-04-2021 05:55,"50,344.64","1,123.74","1,615.57",0.33,"47,605",30-10-2020 06:27,10-04-2021 08:16,No,164,3. 121 - 180 days,,,,,,,,
21001070,ZR-1571816-Barcelona Chair and Ottoman (Italian Ivory),Jasmine Frank,Delivered,23-03-2021 04:57,"29,855.75",877.02,"1,952.56",0.17,"27,026",30-10-2020 04:31,08-02-2021 02:44,No,144,3. 121 - 180 days,,,,,,,,
21001961,ZR-1571036-Brno Flat Chair (Italian Ivory),Roger Terrence,Approved,03-07-2021 01:30,"19,375.31",829.62,604.48,0.21,"17,941",29-10-2020 06:56,27-05-2021 11:18,Yes,247,4. 181 - 360 days,,,,,,,,
21001620,ZR-1630623-Barcelona Chair (Vintage,David Love,Cancelled,25-06-2021 12:03,"27,018.39",46.83,439.27,0.29,"26,532",29-10-2020 01:13,24-03-2021 09:02,No,239,4. 181 - 360 days,,,,,,,,
21000049,ZR-1510372-Barcelona Chair (Italian Choc Brown),Lazar Mathew,Delivered,09-05-2021 08:22,"18,356.50","1,187.06",390.02,0.42,"16,779",28-10-2020 08:10,18-04-2021 02:41,Yes,193,4. 181 - 360 days,,,,,,,,
21002087,ZR-1599898-MODWAY product,David Love,Delivered,06-05-2021 04:07,"22,250.88","1,316.65",878.47,0.24,"20,056",28-10-2020 06:21,29-12-2020 05:57,Yes,190,4. 181 - 360 days,,,,,,,,
21001945,ZR-48780-Barcelona Style Coffee Table (3/4 glass),Santa Cruz Clara,Approved,24-04-2021 06:45,"6,784.16",498.04,70.77,0.34,"6,215",28-10-2020 04:44,04-04-2021 08:03,No,178,3. 121 - 180 days,,,,,,,,
21001354,ZR-1567195-Barcelona Chair and Ottoman (Italian Ivory),Tina Thomas,Cancelled,24-03-2021 01:11,"30,501.70","2,005.11","2,445.87",0.27,"26,051",28-10-2020 03:48,28-01-2021 05:47,No,147,3. 121 - 180 days,,,,,,,,
21002095,ZR-1572805-Eames Lounge Chair with Ottoman (Italian Choc Brow,Thomas Mondrake,Created,22-06-2021 12:23,"24,864.28","1,276.84","2,232.86",0.42,"21,355",27-10-2020 12:05,09-06-2021 03:49,Yes,238,4. 181 - 360 days,,,,,,,,
21000269,ZR-1597979-Womb Chair and Ottoman (Dark Grey),Tina Thomas,Cancelled,27-06-2021 09:48,"24,667.85",558.85,816.26,0.26,"23,293",27-10-2020 11:03,06-06-2021 10:12,No,243,4. 181 - 360 days,,,,,,,,
21002407,ZR-1572929-Barcelona Chair (Aniline Black),Rozario Diego,Delivered,06-06-2021 07:54,649.55,37.36,33.51,0.32,579,26-10-2020 09:59,26-04-2021 04:00,Yes,223,4. 181 - 360 days,,,,,,,,
21000254,ZR-1538237-Eames Lounge Chair with Ottoman (Aniline Black wit,Roger Terrence,Cancelled,14-04-2021 12:12,"25,145.35",963.29,806.67,0.39,"23,375",26-10-2020 01:20,13-03-2021 06:14,No,170,3. 121 - 180 days,,,,,,,,
21002541,ZR-1568927-Barcelona Ottoman only (Aniline Grey),Tina Thomas,Approved,18-06-2021 10:30,"29,574.01",994.47,"2,355.69",0.15,"26,224",25-10-2020 06:14,10-12-2020 11:19,Yes,236,4. 181 - 360 days,,,,,,,,
21001897,ZR-1509562-Eames Soft Pad High Back Chair (Aniline Choc Brown),Santa Cruz Clara,Approved,27-03-2021 07:38,"35,600.01","1,784.92",363.50,0.42,"33,452",25-10-2020 05:56,17-01-2021 03:55,No,153,3. 121 - 180 days,,,,,,,,
21002351,ZR-1601794-Scando table (Natural),Lazar Mathew,Created,17-05-2021 05:33,"18,390.76",490.60,"1,833.54",0.38,"16,067",24-10-2020 09:22,15-01-2021 06:02,Yes,205,4. 181 - 360 days,,,,,,,,
21000560,ZR-1600706-Barcelona Ottoman (Italian white),David Love,Approved,16-06-2021 05:56,626.13,40.13,28.43,0.43,558,24-10-2020 07:01,09-06-2021 11:21,Yes,235,4. 181 - 360 days,,,,,,,,
21000028,ZR-1568190-Bromi products,Pete Zachariah,Created,01-05-2021 02:04,"18,767.98","1,836.12","1,338.11",0.25,"15,594",24-10-2020 05:41,22-02-2021 05:39,Yes,189,4. 181 - 360 days,,,,,,,,
21000058,ZR-1601787-Scando table (Natural),Rozario Diego,Delivered,02-07-2021 12:20,"21,451.15","1,253.02","1,299.65",0.48,"18,898",24-10-2020 05:36,19-05-2021 10:49,Yes,251,4. 181 - 360 days,,,,,,,,
21002657,ZR-1597947-Eileen Grey End Table (Stainless Steel - Translucent),David Love,Created,31-05-2021 10:29,"15,084.56",124.48,"1,090.39",0.31,"13,870",24-10-2020 01:40,26-03-2021 09:28,Yes,219,4. 181 - 360 days,,,,,,,,
21003130,ZR-48661-Barcelona Chair and Ottoman (Italian Black),Tina Thomas,Approved,29-06-2021 01:33,"22,295.03","1,902.78","2,013.95",0.30,"18,378",23-10-2020 12:40,26-06-2021 10:25,Yes,249,4. 181 - 360 days,,,,,,,,
21000345,ZR-1628727-Barcelona Chair (Italian Ivory),Tina Thomas,Created,14-06-2021 07:53,"20,079.16",788.24,156.25,0.33,"19,135",23-10-2020 07:57,27-04-2021 11:08,Yes,234,4. 181 - 360 days,,,,,,,,
21000788,ZR-1597950-Barcelona ottoman only (aniline camel),Tina Thomas,Approved,23-05-2021 09:48,"13,848.53","1,156.56",744.68,0.29,"11,947",23-10-2020 07:56,22-04-2021 12:13,Yes,212,4. 181 - 360 days,,,,,,,,
21001114,ZR-1603741-MODWAY product,Pete Zachariah,Created,23-06-2021 05:28,"22,356.19",474.92,"1,020.05",0.22,"20,861",23-10-2020 07:08,01-02-2021 11:24,Yes,243,4. 181 - 360 days,,,,,,,,
21002650,ZR-1507516-Barcelona ottoman (Italian Black),Rozario Diego,Approved,11-12-2020 05:10,"23,520.59","1,758.28","1,306.60",0.29,"20,456",23-10-2020 05:35,23-11-2020 10:09,No,49,1. 0 - 60 days,,,,,,,,
21000632,ZR-1627553-Eames Al Group Ribbed High Back Management Chair (Italian White),Pete Zachariah,Approved,22-04-2021 10:30,"4,052.17",237.25,299.39,0.47,"3,516",23-10-2020 02:38,18-03-2021 07:38,No,181,4. 181 - 360 days,,,,,,,,
21000800,ZR-54397-Shell Chair (aniline Black with Walnut),Augustine Paul,Delivered,04-06-2021 04:11,"19,834.52","1,137.62","1,813.69",0.21,"16,883",23-10-2020 01:56,08-05-2021 01:05,Yes,224,4. 181 - 360 days,,,,,,,,
21000813,ZR-1597014-Barcelona Loveseat (Italian Black),Harold Pawlan,Cancelled,21-06-2021 10:30,"6,253.21",532.69,352.26,0.26,"5,368",23-10-2020 01:53,09-05-2021 06:25,No,241,4. 181 - 360 days,,,,,,,,
21001404,ZR-1601667-Womb chair and ottoman (fabric oatmeal tweed),Tina Thomas,Delivered,25-03-2021 04:03,"32,703.08","2,022.19",916.04,0.15,"29,765",22-10-2020 10:48,08-12-2020 03:16,No,154,3. 121 - 180 days,,,,,,,,
21000411,ZR-1539231-Barcelona Chair (Italian Black),Tina Thomas,Created,27-04-2021 09:24,"22,247.63",157.93,"1,047.96",0.27,"21,042",22-10-2020 07:31,12-02-2021 09:27,No,187,4. 181 - 360 days,,,,,,,,
21000964,ZR-53431-LC3 Sofa (Aniline Choc Brown),Pete Zachariah,Cancelled,17-06-2021 02:44,"26,009.55",506.37,"1,872.82",0.36,"23,630",22-10-2020 03:54,16-02-2021 09:16,No,238,4. 181 - 360 days,,,,,,,,
21002827,ZR-1570012-LC2 Loveseat (Italian Ivory),Jasmine Frank,Created,24-05-2021 06:27,"2,638.80",135.35,98.06,0.39,"2,405",22-10-2020 01:37,08-05-2021 05:11,Yes,214,4. 181 - 360 days,,,,,,,,
21000987,ZR-48843-Eames Lounge Chair with Ottoman (Italian Black wit,Harold Pawlan,Delivered,20-06-2021 10:44,"19,281.42","1,771.89",405.06,0.47,"17,104",22-10-2020 01:06,20-06-2021 11:14,Yes,241,4. 181 - 360 days,,,,,,,,
21000362,ZR-1598725-Eames Lounge Chair with Ottoman (Aniline Camel wit,David Love,Cancelled,24-03-2021 05:27,"29,795.15",932.99,"2,857.57",0.41,"26,005",21-10-2020 10:46,01-02-2021 05:22,No,154,3. 121 - 180 days,,,,,,,,
21003108,ZR-54457-Barcelona Chair (Italian Choc Brown),Tina Thomas,Delivered,02-07-2021 02:34,"41,076.20","3,128.45","2,852.40",0.34,"35,095",21-10-2020 09:55,02-07-2021 02:56,Yes,254,4. 181 - 360 days,,,,,,,,
21003265,ZR-1626649-Y Style chair (Natural Beech),Tina Thomas,Approved,14-05-2021 01:54,"21,779.67","1,689.79","1,080.25",0.37,"19,010",21-10-2020 09:54,29-03-2021 05:57,Yes,205,4. 181 - 360 days,,,,,,,,
21000920,ZR-49715-Barcelona Bench A (Italian White),Santa Cruz Clara,Cancelled,26-05-2021 08:16,"61,886.30","5,275.54","2,384.38",0.38,"54,226",21-10-2020 04:14,13-05-2021 12:05,No,217,4. 181 - 360 days,,,,,,,,
21002683,ZR-48694-Barcelona Daybed (Italian Black),Lazar Mathew,Cancelled,09-04-2021 11:09,"6,374.48",411.81,474.98,0.31,"5,488",21-10-2020 01:55,05-02-2021 04:42,No,170,3. 121 - 180 days,,,,,,,,
21001557,ZR-1542057-Wing Style ottoman (Italian Black),Roger Terrence,Cancelled,16-06-2021 12:01,"5,770.11",49.87,39.53,0.29,"5,681",20-10-2020 09:21,05-06-2021 09:17,No,239,4. 181 - 360 days,,,,,,,,
21002273,ZR-1627580-Eames Lounge Chair with Ottoman (Aniline Black wit,Lazar Mathew,Delivered,15-03-2021 04:28,"10,924.83",500.15,744.52,0.16,"9,680",20-10-2020 04:12,03-02-2021 08:04,No,146,3. 121 - 180 days,,,,,,,,
21003495,ZR-1628702-Barcelona Chair (Aniline Camel),Santa Cruz Clara,Cancelled,01-05-2021 09:17,"17,897.77","1,094.98","1,215.49",0.30,"15,587",19-10-2020 01:49,26-11-2020 02:26,No,194,4. 181 - 360 days,,,,,,,,
21000563,ZR-1513409-LC10 Cofee Table,Thomas Mondrake,Approved,26-06-2021 10:46,"7,208.20",626.07,213.91,0.22,"6,368",18-10-2020 11:17,16-11-2020 07:01,Yes,251,4. 181 - 360 days,,,,,,,,
21001329,ZR-1507428-Barcelona Daybed (Aniline White,Santa Cruz Clara,Created,19-06-2021 10:00,"17,096.75",221.71,253.72,0.32,"16,621",17-10-2020 07:41,26-05-2021 03:13,Yes,245,4. 181 - 360 days,,,,,,,,
21002165,ZR-1596802-LC1 Chair (Italian Black),Augustine Paul,Approved,27-06-2021 11:41,"4,109.33",125.86,41.68,0.21,"3,942",17-10-2020 07:27,26-06-2021 10:10,Yes,253,4. 181 - 360 days,,,,,,,,
21000230,ZR-1572027-Barcelona Chair (Aniline Grey),Thomas Mondrake,Cancelled,03-07-2021 03:59,"51,926.30","4,392.34","2,428.41",0.45,"45,106",17-10-2020 06:32,02-07-2021 05:00,No,259,4. 181 - 360 days,,,,,,,,
21000400,ZR-1573796-Barcelona Chair (Italian Black),Thomas Mondrake,Created,16-05-2021 11:45,"32,492.11",976.86,"1,001.03",0.22,"30,514",17-10-2020 05:54,07-12-2020 01:07,Yes,211,4. 181 - 360 days,,,,,,,,
21000687,ZR-1600801-MODWAY product,Tina Thomas,Approved,05-04-2021 01:45,"22,265.27",728.28,"1,954.14",0.15,"19,583",17-10-2020 02:58,18-10-2020 01:46,No,170,3. 121 - 180 days,,,,,,,,
21002575,ZR-1512328-Noguchi Coffee Table (Walnut Wood),Jasmine Frank,Approved,28-05-2021 04:54,"17,879.75",50.92,895.76,0.07,"16,933",16-10-2020 09:51,30-04-2021 12:51,Yes,224,4. 181 - 360 days,,,,,,,,
21000104,ZR-1630560-Barcelona Chair (Aniline Choc Brown),Tina Thomas,Approved,24-05-2021 08:14,"9,550.36",345.24,954.68,0.44,"8,250",16-10-2020 08:07,19-03-2021 06:36,Yes,220,4. 181 - 360 days,,,,,,,,
21001282,ZR-1513347-Barcelona Chair (Aniline Black),Jasmine Frank,Approved,19-05-2021 02:54,"11,085.82",47.68,609.60,0.46,"10,429",16-10-2020 06:38,17-05-2021 02:25,Yes,215,4. 181 - 360 days,,,,,,,,
21002367,ZR-1571038-Cubus Loveseat (Aniline Choc Brown),Tina Thomas,Created,01-07-2021 11:53,"16,257.33",142.53,332.02,0.23,"15,783",16-10-2020 06:17,23-06-2021 09:24,Yes,258,4. 181 - 360 days,,,,,,,,
21000396,ZR-49715-PH Artichoke Lamp 28' (White),Roger Terrence,Cancelled,01-01-2021 01:29,"25,932.07","2,250.63",477.50,0.06,"23,204",15-10-2020 06:49,13-11-2020 12:50,No,78,2. 61 - 120 days,,,,,,,,
