ACCOUNTID,Account Name,Account Owner Id,Account Owner,Account Type,Industry,Website,Tasks Involved,Events Involved,Calls Involved,Activities Involved
1137,Afterthoughts,1008,Roger Terrence,Prospect,Communications,EquityInsiders.com,Yes,Yes,No,Yes
1138,DGS HomeSource,1010,Augustine Paul,Prospect,Education,DermatologySites.com,No,No,No,No
1139,Profitpros,1001,Rozario Diego,Prospect,IT Services,FabulousTips.com,Yes,Yes,No,Yes
1140,New World Realty,1008,Roger Terrence,Prospect,Consulting,SetRules.com,Yes,No,No,Yes
1141,Simply Save,1006,Harold Pawlan,Prospect,Service Provider,ProposalRequests.com,Yes,Yes,No,Yes
1142,AJ Bayless,1001,Rozario Diego,Prospect,Consulting,NetOpenings.com,Yes,Yes,No,Yes
1143,Golf Augusta Pro Shops,1001,Rozario Diego,Prospect,Education,OnlyBeverages.com,Yes,Yes,No,Yes
1144,Laughner's Cafeteria,1008,Roger Terrence,Customer,Education,AnonymousLoan.com,Yes,No,No,Yes
1145,Team Designers and Associates,1011,Tina Thomas,Prospect,Technology,QualityLasers.com,No,No,No,No
1146,Intelacard,1001,Rozario Diego,Customer,Manufacturing,PokerIdiot.com,No,No,No,No
1147,Eden Lawn Service,1001,Rozario Diego,Prospect,Technology,SpecialCities.com,No,No,No,No
1148,Buttrey Food & Drug,1010,Augustine Paul,Prospect,IT Services,StadiumBlog.com,Yes,Yes,No,Yes
1149,Hoyden,1009,Thomas Mondrake,Prospect,Manufacturing,SemiYearly.com,Yes,Yes,No,Yes
1150,Cardinal Stores,1008,Roger Terrence,Customer,Government/Military,DentistProfiles.com,No,No,No,No
1151,Corinthian Designs,1002,Santa Cruz Clara,Prospect,Consulting,RepFuel.com,Yes,No,No,Yes
1152,Steve & Barry's,1009,Thomas Mondrake,Customer,Government/Military,MyPositioning.com,No,No,No,No
1153,Crandall's Fine Furniture,1002,Santa Cruz Clara,Customer,Manufacturing,PlumberMagazine.com,No,No,No,No
1154,Asian Fusion,1004,Pete Zachariah,Prospect,IT Services,DUISites.com,No,No,No,No
1155,Sunflower Market,1003,Lazar Mathew,Prospect,Government/Military,OnlineShuffle.com,No,No,No,No
1156,Stratapro,1010,Augustine Paul,Customer,Consulting,ExperienceElPaso.com,No,No,No,No
1157,China Coast,1003,Lazar Mathew,Customer,Service Provider,InsideParts.com,No,No,No,No
1158,Pup 'N' Taco,1003,Lazar Mathew,Customer,Education,KeyFormulas.com,No,No,No,No
1159,Maloley's Finer Foods,1009,Thomas Mondrake,Customer,Manufacturing,FaqExchange.com,No,No,No,No
1160,Childrens Bargain Town,1006,Harold Pawlan,Customer,Manufacturing,RiceSupply.com,Yes,No,Yes,Yes
1161,Terra Nova Garden Services,1004,Pete Zachariah,Prospect,Technology,RegistrationReminder.com,No,No,No,No
1162,Food Fair,1006,Harold Pawlan,Customer,Technology,MemphisConnections.com,No,No,No,No
1163,The Jolly Farmer,1009,Thomas Mondrake,Customer,Technology,TechDetect.com,No,No,No,No
1164,Desert Garden Help,1005,Jasmine Frank,Prospect,Service Provider,DCOnly.com,No,No,No,No
1165,E-zhe Source,1009,Thomas Mondrake,Customer,Manufacturing,FastfoodLife.com,No,No,No,No
1166,Lawnscape Garden Maintenance,1009,Thomas Mondrake,Prospect,Consulting,BargainMaintenance.com,No,No,No,No
1167,Sun Foods,1011,Tina Thomas,Customer,IT Services,InsuranceIntern.com,Yes,No,Yes,Yes
1168,Rite Solution,1005,Jasmine Frank,Prospect,Pharma,ItsPersonalized.com,Yes,Yes,No,Yes
1169,The White Rabbit,1008,Roger Terrence,Customer,Government/Military,TestPixel.com,No,No,No,No
1170,Maxi-Tech,1001,Rozario Diego,Customer,Communications,BlogBoulevard.com,No,No,No,No
1171,J. Brannam,1002,Santa Cruz Clara,Prospect,Service Provider,PullPop.com,No,No,No,No
1172,Pender's Food Stores,1002,Santa Cruz Clara,Customer,Education,VoteFinder.com,No,No,No,No
1173,Endicott Shoes,1001,Rozario Diego,Customer,Consulting,IBHot.com,Yes,Yes,No,Yes
1174,E.J. Korvette,1003,Lazar Mathew,Customer,Consulting,MedBuilder.com,No,No,No,No
1175,P. Samuels Men's Clothiers,1009,Thomas Mondrake,Prospect,Government/Military,CriticalGas.com,Yes,Yes,No,Yes
1176,Miller & Rhoads,1001,Rozario Diego,Prospect,Consulting,SimplyComics.com,No,No,No,No
1177,Fellowship Investments,1003,Lazar Mathew,Prospect,Pharma,SkateTowel.com,Yes,Yes,No,Yes
1178,Life Map Planners,1010,Augustine Paul,Customer,Government/Military,SemiCheap.com,Yes,Yes,Yes,Yes
1179,Dream Home Real Estate Service,1011,Tina Thomas,Customer,Pharma,FaxFarm.com,No,No,No,No
1180,Red Food,1011,Tina Thomas,Customer,Government/Military,GraySmoke.com,No,No,No,No
1181,Solution Bridge,1006,Harold Pawlan,Customer,Service Provider,PetRetreats.com,No,No,No,No
1182,Dun Rite Lawn Care,1001,Rozario Diego,Customer,Technology,BibleSupport.com,Yes,Yes,No,Yes
1183,Shabby Chic,1009,Thomas Mondrake,Prospect,Service Provider,ChicClick.com,No,No,No,No
1184,The Original House of Pies,1008,Roger Terrence,Prospect,IT Services,VentureShark.com,Yes,Yes,No,Yes
1185,FamilyMart,1004,Pete Zachariah,Prospect,Government/Military,CondoFlippers.com,No,No,No,No
1186,Kessel Food Market,1001,Rozario Diego,Customer,Financial Services,TemplateSeekers.com,No,No,No,No
1187,Ideal Garden Management,1006,Harold Pawlan,Prospect,Pharma,EndlessEarnings.com,Yes,Yes,No,Yes
1188,Eagle Hardware & Garden,1006,Harold Pawlan,Customer,Education,SearchFaces.com,No,No,No,No
1189,J. K. Gill Company,1004,Pete Zachariah,Prospect,IT Services,PanicMechanic.com,No,No,No,No
1190,Starship Tapes & Records,1004,Pete Zachariah,Customer,Financial Services,CycleBars.com,No,No,No,No
1191,Monk Real Estate Service,1001,Rozario Diego,Customer,Technology,ServiceRoads.com,Yes,Yes,No,Yes
1192,Argus Tapes & Records,1007,David Love,Customer,IT Services,SisterBlog.com,Yes,Yes,No,Yes
1193,First Rate Choice,1009,Thomas Mondrake,Prospect,Financial Services,MatrixColors.com,No,No,No,No
1194,Two Pesos,1009,Thomas Mondrake,Customer,Service Provider,AndroidVillage.com,No,No,No,No
1195,Patterson-Fletcher,1011,Tina Thomas,Prospect,Government/Military,TodayAlert.com,Yes,No,No,Yes
1196,Beatties,1006,Harold Pawlan,Prospect,Communications,TheaterInsider.com,No,No,No,No
1197,Fradkin Brothers Furniture,1007,David Love,Prospect,Communications,DiscBrush.com,No,No,No,No
1198,Eagle Food Centers,1011,Tina Thomas,Customer,Technology,MarketingSpree.com,Yes,Yes,No,Yes
1199,Integra Wealth,1011,Tina Thomas,Prospect,Pharma,SyntheticNames.com,No,No,No,No
1200,Stratagee,1003,Lazar Mathew,Customer,Government/Military,AboveBlog.com,No,No,No,No
1201,LoRay,1011,Tina Thomas,Customer,Communications,PopLick.com,No,No,No,No
1202,Asian Answers,1001,Rozario Diego,Customer,IT Services,CreamCheeseCakes.com,No,No,No,No
1203,Bay Furniture,1005,Jasmine Frank,Prospect,Pharma,SolutionShow.com,Yes,Yes,No,Yes
1204,Maxaprofit,1011,Tina Thomas,Customer,Consulting,CloudBranding.com,No,No,No,No
1205,American Wholesale Club,1003,Lazar Mathew,Prospect,Pharma,KeywordMatches.com,Yes,Yes,No,Yes
1206,Grodins,1003,Lazar Mathew,Customer,Consulting,RadioTribune.com,No,No,No,No
1207,Montana's Cookhouse,1001,Rozario Diego,Prospect,Financial Services,DCHeadlines.com,No,No,No,No
1208,Allied City Stores,1005,Jasmine Frank,Customer,Government/Military,TheyConnect.com,No,No,No,No
1209,Afterthoughts,1001,Rozario Diego,Customer,Manufacturing,ShatterPoint.com,Yes,Yes,No,Yes
1210,Joseph Magnin,1001,Rozario Diego,Customer,Communications,LinkBlocker.com,No,No,No,No
1211,Opti-Tek,1005,Jasmine Frank,Prospect,Technology,HighlandBlog.com,No,No,No,No
1212,Pioneer Chicken,1007,David Love,Prospect,IT Services,CheapLook.com,Yes,No,No,Yes
1213,Lechmere,1001,Rozario Diego,Customer,Technology,WordRegistrar.com,No,No,No,No
1214,House of Gas,1002,Santa Cruz Clara,Customer,Service Provider,SubliminalBroadcast.com,No,No,No,No
1215,Monk Home Funding Services,1003,Lazar Mathew,Prospect,Communications,StreamSeat.com,Yes,No,No,Yes
1216,Naturohair,1005,Jasmine Frank,Prospect,Government/Military,GreenSaturn.com,No,No,No,No
1217,Maxiserve,1003,Lazar Mathew,Prospect,Consulting,GrandLunch.com,No,No,No,No
1218,Budget Tapes & Records,1008,Roger Terrence,Customer,Pharma,ImmediateScreening.com,No,No,No,No
1219,Crown Books,1011,Tina Thomas,Prospect,Pharma,MyThreat.com,Yes,Yes,No,Yes
1220,Kohl's Food Stores,1006,Harold Pawlan,Customer,Pharma,CreatePersonals.com,Yes,Yes,Yes,Yes
1221,Netobill,1001,Rozario Diego,Prospect,Consulting,SmokingRestaurant.com,Yes,No,No,Yes
1222,House of Gas,1001,Rozario Diego,Customer,Manufacturing,SliverPendant.com,No,No,No,No
1223,Mikro Designs,1002,Santa Cruz Clara,Customer,Education,OnlyTrades.com,No,No,No,No
1224,Waves Music,1009,Thomas Mondrake,Prospect,IT Services,CreditEducate.com,No,No,No,No
1225,JasmineSola,1010,Augustine Paul,Prospect,IT Services,LawAlarm.com,Yes,No,No,Yes
1226,Kinney Shoes,1001,Rozario Diego,Customer,Pharma,GoalSpecialist.com,No,No,No,No
1227,Leo's Stereo,1004,Pete Zachariah,Customer,IT Services,IdentitySolver.com,Yes,Yes,No,Yes
1228,Specific Appraisals,1005,Jasmine Frank,Customer,IT Services,PhoneTrial.com,No,No,No,No
1229,CompuAdd,1011,Tina Thomas,Customer,Manufacturing,CoolingJackets.com,No,No,No,No
1230,Olson's Market,1003,Lazar Mathew,Customer,Financial Services,Polyville.com,No,No,No,No
1231,Bresler's Ice Cream,1008,Roger Terrence,Prospect,Communications,BracketBasics.com,Yes,No,No,Yes
1232,Life's Gold,1011,Tina Thomas,Prospect,Pharma,WindowBlog.com,Yes,Yes,No,Yes
1233,Pantry Food Stores,1003,Lazar Mathew,Customer,Technology,MirrorGolf.com,Yes,Yes,No,Yes
1234,Jackhammer Technologies,1001,Rozario Diego,Customer,Pharma,ShowMagazines.com,No,No,No,No
1235,Realty Zone,1011,Tina Thomas,Prospect,Service Provider,ProspectTalk.com,Yes,Yes,No,Yes
1236,E-zhe Source,1006,Harold Pawlan,Prospect,Manufacturing,AdvertisingPhones.com,No,No,No,No
1237,System Star Solutions,1004,Pete Zachariah,Prospect,Technology,FemaleTeams.com,No,No,No,No
1238,Bresler's Ice Cream,1011,Tina Thomas,Prospect,Education,CheatPrevention.com,Yes,No,No,Yes
1239,Intelli Wealth Group,1011,Tina Thomas,Customer,Consulting,DesertScreen.com,Yes,No,No,Yes
1240,Pak and Save,1004,Pete Zachariah,Prospect,IT Services,MentalFest.com,Yes,Yes,No,Yes
1241,The Original House of Pies,1011,Tina Thomas,Prospect,Financial Services,HolidayRituals.com,Yes,No,No,Yes
1242,Kinney Shoes,1004,Pete Zachariah,Prospect,Communications,ThirdTechnology.com,Yes,Yes,No,Yes
1243,Better Business Ideas and Services,1011,Tina Thomas,Prospect,Communications,MovingJokes.com,Yes,No,Yes,Yes
1244,Heslop's,1001,Rozario Diego,Prospect,Education,ArtistMovie.com,No,No,No,No
1245,Corinthian Designs,1006,Harold Pawlan,Prospect,Service Provider,ProvidenceCoupons.com,No,No,No,No
1246,Mode O'Day,1002,Santa Cruz Clara,Customer,Consulting,BeachOffices.com,No,No,No,No
1247,Nobil,1005,Jasmine Frank,Prospect,Pharma,EverydayCosmetics.com,No,No,No,No
1248,Fretter,1008,Roger Terrence,Prospect,Communications,DealerSpiff.com,No,No,No,No
1249,K's Merchandise,1010,Augustine Paul,Prospect,Technology,LastingMarks.com,No,No,No,No
1250,Omni Realty,1005,Jasmine Frank,Prospect,Government/Military,CorporateDividend.com,No,No,No,No
1251,Integra Investment Plan,1003,Lazar Mathew,Prospect,Pharma,PaperCoupons.com,Yes,Yes,No,Yes
1252,Sambo's,1010,Augustine Paul,Customer,Consulting,NeverFamous.com,Yes,Yes,No,Yes
1253,Red Food,1005,Jasmine Frank,Prospect,Communications,MaxiFly.com,No,No,No,No
1254,Food Giant,1004,Pete Zachariah,Customer,Communications,BroadwayPost.com,No,No,No,No
1255,Highland Appliance,1008,Roger Terrence,Prospect,Manufacturing,CheapTissues.com,Yes,No,No,Yes
1256,Dreamscape Garden Care,1003,Lazar Mathew,Customer,IT Services,InstantVerify.com,No,No,No,No
1257,Little Tavern,1005,Jasmine Frank,Prospect,Pharma,Patville.com,No,No,No,No
1258,Cut Rite Lawn Care,1011,Tina Thomas,Customer,Education,SocialScanner.com,No,No,No,No
1259,Titania,1008,Roger Terrence,Prospect,Consulting,CaptureInfo.com,Yes,Yes,No,Yes
1260,Protean,1005,Jasmine Frank,Customer,Government/Military,LeftVoice.com,Yes,Yes,No,Yes
1261,Kelly and Cohen,1002,Santa Cruz Clara,Customer,IT Services,VillageBars.com,Yes,No,No,Yes
1262,Sun Television and Appliances,1004,Pete Zachariah,Customer,Education,LunchServices.com,Yes,No,No,Yes
1263,Krauses Sofa Factory,1004,Pete Zachariah,Prospect,Consulting,NannyWebsites.com,Yes,Yes,No,Yes
1264,Micro Design,1005,Jasmine Frank,Prospect,IT Services,CoDiscounts.com,No,No,No,No
1265,Buckeye Furniture,1005,Jasmine Frank,Prospect,Communications,TrendFest.com,Yes,No,No,Yes
1266,Macroserve,1003,Lazar Mathew,Prospect,Communications,TargetBids.com,No,No,No,No
1267,Audio Visions,1011,Tina Thomas,Prospect,Consulting,ReverseWords.com,Yes,No,No,Yes
1268,Zephyr Investments,1008,Roger Terrence,Customer,Communications,DentistProfiles.com,No,No,No,No
1269,Red Fox Tavern,1003,Lazar Mathew,Customer,Education,ReservationNews.com,Yes,Yes,No,Yes
1270,Eagle Hardware & Garden,1010,Augustine Paul,Customer,Financial Services,GlobalHoneymoons.com,Yes,No,Yes,Yes
1271,Dream Home Real Estate Service,1001,Rozario Diego,Customer,Manufacturing,ProvidenceInsuranceAgents.com,No,No,No,No
1272,The Great Train Stores,1002,Santa Cruz Clara,Customer,Manufacturing,PitchingStats.com,Yes,No,No,Yes
1273,Asian Fusion,1002,Santa Cruz Clara,Prospect,Government/Military,InnovationBranding.com,Yes,Yes,No,Yes
1274,Mr. D's IGA,1011,Tina Thomas,Prospect,Pharma,TuxedoMarket.com,No,No,No,No
1275,Prestigabiz,1003,Lazar Mathew,Customer,Service Provider,ServiceRoads.com,Yes,Yes,No,Yes
1276,Highland Appliance,1008,Roger Terrence,Prospect,Education,SearchSpecs.com,Yes,No,Yes,Yes
1277,Farrell's Ice Cream Parlour,1002,Santa Cruz Clara,Customer,Technology,RenewTags.com,No,No,No,No
1278,Parade of Shoes,1008,Roger Terrence,Customer,Manufacturing,StudentState.com,No,No,No,No
1279,New World Realty,1005,Jasmine Frank,Customer,Financial Services,MommyApproved.com,No,No,No,No
1280,Chess King,1001,Rozario Diego,Prospect,Service Provider,TrendSwap.com,No,No,No,No
1281,Asiatic Solutions,1001,Rozario Diego,Prospect,Communications,ReferenceMall.com,No,No,No,No
1282,Dubrow's Cafeteria,1007,David Love,Customer,Communications,ProgramLocal.com,Yes,Yes,No,Yes
1283,Vari-Tec,1011,Tina Thomas,Prospect,Technology,ScoutProperty.com,No,No,No,No
1284,Laughner's Cafeteria,1005,Jasmine Frank,Customer,Communications,MissionStudent.com,No,No,No,No
1285,Morrison's Cafeteria,1011,Tina Thomas,Customer,Consulting,EnviroRights.com,No,No,No,No
1286,Vari-Tec,1007,David Love,Prospect,Manufacturing,DiscountCommunities.com,No,No,No,No
1287,Crandall's Fine Furniture,1008,Roger Terrence,Prospect,Manufacturing,CertifiedVoIP.com,No,No,No,No
1288,Strong Life,1005,Jasmine Frank,Customer,Service Provider,PublishDate.com,No,No,No,No
1289,Bettendorf's,1007,David Love,Customer,Technology,DigThings.com,No,No,No,No
1290,Multi Tech Development,1004,Pete Zachariah,Customer,Service Provider,DecorBuilder.com,Yes,Yes,No,Yes
1291,Bettendorf's,1009,Thomas Mondrake,Customer,Financial Services,VSauce.com,Yes,No,No,Yes
1292,Planetbiz,1009,Thomas Mondrake,Prospect,Government/Military,ModelChaser.com,Yes,Yes,No,Yes
1293,Modern Realty,1008,Roger Terrence,Prospect,Consulting,GadgetRewards.com,Yes,Yes,No,Yes
1294,Protean,1002,Santa Cruz Clara,Customer,Government/Military,FencingJacket.com,No,No,No,No
1295,The Network Chef,1003,Lazar Mathew,Customer,Communications,InteractiveWatch.com,No,No,No,No
1296,Plan Future,1002,Santa Cruz Clara,Customer,Consulting,AvailablePad.com,No,No,No,No
1297,Irving's Sporting Goods,1005,Jasmine Frank,Prospect,IT Services,TwoPizzas.com,No,No,No,No
1298,Full Color,1002,Santa Cruz Clara,Customer,Education,GetTimes.com,No,No,No,No
1299,Paul Harris,1009,Thomas Mondrake,Prospect,Education,SoftballHub.com,Yes,Yes,Yes,Yes
1300,Gemco,1007,David Love,Customer,Service Provider,PoshClinic.com,No,No,No,No
1301,Elm Farm,1011,Tina Thomas,Customer,IT Services,ClientPodcast.com,Yes,Yes,No,Yes
1302,Monk Real Estate Service,1009,Thomas Mondrake,Prospect,Service Provider,DigitForum.com,No,No,No,No
1303,Life's Gold,1009,Thomas Mondrake,Prospect,Government/Military,WikiTutors.com,Yes,No,Yes,Yes
1304,Earl Abel's,1002,Santa Cruz Clara,Customer,Technology,CamperDirectory.com,No,No,No,No
1305,The Network Chef,1009,Thomas Mondrake,Prospect,Manufacturing,LimaArt.com,No,No,No,No
1306,Record World,1011,Tina Thomas,Prospect,Financial Services,NeverFamous.com,Yes,Yes,No,Yes
1307,Poore Simon's,1009,Thomas Mondrake,Prospect,Education,PostPlasticSurgery.com,Yes,Yes,No,Yes
1308,Sun Television and Appliances,1011,Tina Thomas,Prospect,IT Services,GroovyDiscounts.com,Yes,No,Yes,Yes
1309,Farrell's Ice Cream Parlour,1007,David Love,Prospect,Technology,AboveBlog.com,No,No,No,No
1310,Chatham,1003,Lazar Mathew,Customer,IT Services,LouisvilleStudio.com,No,No,No,No
1311,Handy City,1001,Rozario Diego,Customer,Government/Military,ProcessReport.com,Yes,Yes,No,Yes
1312,Belle Ladi,1008,Roger Terrence,Prospect,Technology,PartyTee.com,Yes,Yes,No,Yes
1313,ABCO Foods,1010,Augustine Paul,Customer,Manufacturing,FraudPod.com,No,No,No,No
1314,Karl's Shoes,1011,Tina Thomas,Customer,Financial Services,AustinSalesJobs.com,No,No,No,No
1315,E-zhe Source,1002,Santa Cruz Clara,Prospect,Communications,GiveRates.com,No,No,No,No
1316,Cut Rite,1009,Thomas Mondrake,Prospect,Pharma,ShoppingInk.com,No,No,No,No
1317,Big Apple,1007,David Love,Prospect,Communications,PublicEncounters.com,No,No,No,No
1318,Auto Works,1009,Thomas Mondrake,Prospect,Manufacturing,CardQuestion.com,Yes,Yes,No,Yes
1319,Thriftway Food Mart,1003,Lazar Mathew,Prospect,Manufacturing,DefaultForum.com,Yes,Yes,No,Yes
1320,Plan Smart,1003,Lazar Mathew,Prospect,Technology,MobileKicks.com,No,No,No,No
1321,Destiny Realty,1002,Santa Cruz Clara,Prospect,IT Services,HairlossProtection.com,Yes,No,Yes,Yes
1322,Kohl's Food Stores,1001,Rozario Diego,Customer,Technology,DollarMenus.com,Yes,No,Yes,Yes
1323,Ransohoffs,1011,Tina Thomas,Prospect,Government/Military,TuesdaySpecials.com,No,No,No,No
1324,Grade A Investment,1010,Augustine Paul,Customer,Manufacturing,GigaReview.com,No,No,No,No
1325,Showbiz Pizza Place,1002,Santa Cruz Clara,Customer,Government/Military,ExperienceIndiana.com,No,No,No,No
1326,Magik Lamp,1002,Santa Cruz Clara,Customer,Government/Military,LearnNames.com,No,No,No,No
1327,Integra Investment Service,1011,Tina Thomas,Prospect,Service Provider,FetchFilms.com,No,No,No,No
1328,Gamma Gas,1007,David Love,Prospect,Technology,PlasmaBike.com,Yes,No,No,Yes
1329,Brendle's,1004,Pete Zachariah,Customer,Pharma,NameSniff.com,Yes,Yes,No,Yes
1330,Midwest TV & Appliance,1008,Roger Terrence,Customer,Communications,TVFolio.com,No,No,No,No
1331,Zany Brainy,1003,Lazar Mathew,Customer,Service Provider,VisitorBiz.com,No,No,No,No
1332,Cut Rite Lawn Care,1003,Lazar Mathew,Prospect,Education,ITExplained.com,No,No,No,No
1333,H.C. Bohack,1006,Harold Pawlan,Customer,Technology,MacroMortgage.com,Yes,No,Yes,Yes
1334,Judy's,1011,Tina Thomas,Prospect,Education,MovieStudents.com,Yes,No,No,Yes
1335,Allied Radio,1005,Jasmine Frank,Customer,Education,DomainConfessions.com,Yes,No,No,Yes
1336,Holly Tree Inn,1004,Pete Zachariah,Prospect,IT Services,WomenTales.com,Yes,Yes,No,Yes
1337,Monk House Maker,1011,Tina Thomas,Prospect,IT Services,PopPod.com,Yes,No,No,Yes
1338,Netobill,1002,Santa Cruz Clara,Prospect,IT Services,ConventionBus.com,No,No,No,No
1339,Pro Yard Services,1004,Pete Zachariah,Customer,Consulting,MaternityList.com,No,No,No,No
1340,Frame Scene,1007,David Love,Prospect,IT Services,HomemadeJournal.com,No,No,No,No
1341,Fedco,1005,Jasmine Frank,Customer,Consulting,EnterQuote.com,No,No,No,No
1342,Carl Durfees,1004,Pete Zachariah,Customer,IT Services,VCShow.com,No,No,No,No
1343,STM Auto Parts,1003,Lazar Mathew,Customer,Government/Military,SkiAid.com,Yes,Yes,No,Yes
1344,Sagebrush,1003,Lazar Mathew,Customer,Pharma,HolyTattoo.com,Yes,Yes,No,Yes
1345,Robert Hall,1004,Pete Zachariah,Prospect,Technology,MultipleCloud.com,No,No,No,No
1346,Childs Restaurants,1004,Pete Zachariah,Customer,Government/Military,StreamingFood.com,Yes,Yes,No,Yes
1347,Expo Superstore,1001,Rozario Diego,Customer,IT Services,LocalFineJewelers.com,No,No,No,No
1348,Omni Tech Solutions,1010,Augustine Paul,Customer,Technology,AdminFile.com,Yes,Yes,No,Yes
1349,Integra Investment Service,1002,Santa Cruz Clara,Prospect,Consulting,PharmaReviews.com,Yes,No,No,Yes
1350,Hastings,1003,Lazar Mathew,Prospect,Education,SearchRoofers.com,No,No,No,No
1351,Pioneer Chicken,1001,Rozario Diego,Customer,Technology,TicketScanners.com,No,No,No,No
1352,Wilson's Jewelers,1004,Pete Zachariah,Prospect,Manufacturing,FudgeTreats.com,No,No,No,No
1353,Larry's Markets,1003,Lazar Mathew,Customer,Consulting,WildBoutique.com,Yes,Yes,No,Yes
1354,Parklane Hosiery,1001,Rozario Diego,Prospect,Financial Services,CubeTest.com,Yes,Yes,No,Yes
1355,Asian Solutions,1002,Santa Cruz Clara,Customer,Financial Services,BookingPros.com,Yes,Yes,No,Yes
1356,Golden Joy,1005,Jasmine Frank,Customer,Manufacturing,OlderSong.com,No,No,No,No
1357,All Wound Up,1003,Lazar Mathew,Prospect,Service Provider,LimitBuy.com,No,No,No,No
1358,Monk Home Improvements,1002,Santa Cruz Clara,Prospect,Education,OnlyAdvantage.com,No,No,No,No
1359,Asian Answers,1001,Rozario Diego,Customer,IT Services,StreamRentals.com,No,No,No,No
1360,Cloth World,1006,Harold Pawlan,Customer,IT Services,NCAlumni.com,No,No,No,No
1361,Total Yard Management,1010,Augustine Paul,Customer,Financial Services,HugeBeast.com,No,No,No,No
1362,Corpbay,1003,Lazar Mathew,Customer,Government/Military,StrictlyYoga.com,Yes,Yes,No,Yes
1363,The Fox and Hound,1009,Thomas Mondrake,Customer,Service Provider,NewsScholar.com,Yes,Yes,No,Yes
1364,Star Merchant Services,1005,Jasmine Frank,Customer,Education,EducationExpense.com,No,No,No,No
1365,Plunkett Home Furnishings,1002,Santa Cruz Clara,Prospect,Manufacturing,GoBoulevard.com,No,No,No,No
1366,Mode O'Day,1002,Santa Cruz Clara,Customer,Consulting,PhotoVerification.com,No,No,No,No
1367,Camelot Music,1008,Roger Terrence,Prospect,Service Provider,AntiquesInvestors.com,No,No,No,No
1368,Bennett Brothers,1002,Santa Cruz Clara,Prospect,Education,PlayingRules.com,Yes,Yes,No,Yes
1369,Jacobs,1004,Pete Zachariah,Customer,Manufacturing,CapitalZoom.com,No,No,No,No
1370,id Boutiques,1011,Tina Thomas,Customer,Communications,WeekendBand.com,No,No,No,No
1371,Kohl's Food Stores,1008,Roger Terrence,Customer,Pharma,HardcoreFan.com,Yes,Yes,No,Yes
1372,Erb Lumber,1008,Roger Terrence,Prospect,Service Provider,HDSquad.com,No,No,No,No
1373,Record World,1004,Pete Zachariah,Customer,IT Services,WirelessPromos.com,No,No,No,No
1374,Whitlocks Auto Supply,1011,Tina Thomas,Customer,Education,ItsPersonalized.com,Yes,Yes,No,Yes
1375,Security Sporting Goods,1011,Tina Thomas,Prospect,Manufacturing,TheDistorted.com,Yes,Yes,No,Yes
1376,Sports Town USA,1007,David Love,Prospect,Government/Military,LawnLessons.com,Yes,No,No,Yes
1377,KG Menswear,1004,Pete Zachariah,Customer,Manufacturing,StartupTour.com,No,No,No,No
1378,Lechters Housewares,1011,Tina Thomas,Customer,Education,SeniorBasketball.com,No,No,No,No
1379,The Flying Bear,1006,Harold Pawlan,Customer,Government/Military,StorageFinancing.com,Yes,No,No,Yes
1380,Argus Tapes & Records,1005,Jasmine Frank,Customer,Service Provider,HDState.com,No,No,No,No
1381,Paul's Food Mart,1003,Lazar Mathew,Customer,Government/Military,MVPInfo.com,No,No,No,No
1382,Handy Andy,1006,Harold Pawlan,Prospect,Financial Services,ForwardCity.com,No,No,No,No
1383,P. Samuels Men's Clothiers,1008,Roger Terrence,Prospect,IT Services,FluidFinder.com,No,No,No,No
1384,Music Boutique,1005,Jasmine Frank,Customer,IT Services,MichiganSurgeons.com,No,No,No,No
1385,Town and Country Convenience Stores,1007,David Love,Prospect,Pharma,KosherBlogger.com,No,No,No,No
1386,Camelot Music,1010,Augustine Paul,Prospect,Service Provider,PremierePack.com,No,No,No,No
1387,Unity Frankford Stores,1010,Augustine Paul,Customer,Education,TriStateDirectory.com,Yes,Yes,No,Yes
1388,Ardan's,1009,Thomas Mondrake,Prospect,IT Services,SecretApps.com,Yes,Yes,No,Yes
1389,Life's Gold,1011,Tina Thomas,Prospect,Communications,SpanishFloor.com,Yes,No,Yes,Yes
1390,Complete Tech,1010,Augustine Paul,Prospect,Service Provider,MemorabiliaSpot.com,Yes,Yes,No,Yes
1391,Midwest TV & Appliance,1004,Pete Zachariah,Prospect,Consulting,HoneymoonSavers.com,No,No,No,No
1392,J. Brannam,1009,Thomas Mondrake,Prospect,Government/Military,PersonStore.com,No,No,No,No
1393,Destiny Realty Solutions,1002,Santa Cruz Clara,Prospect,Education,LousyParents.com,Yes,Yes,No,Yes
1394,Johnson's General Stores,1002,Santa Cruz Clara,Customer,Technology,AlertTest.com,No,No,No,No
1395,J. Riggings,1002,Santa Cruz Clara,Customer,Manufacturing,IDoubles.com,No,No,No,No
1396,Future Plan,1004,Pete Zachariah,Prospect,Service Provider,BargainCaps.com,Yes,No,No,Yes
1397,Accord Investments,1004,Pete Zachariah,Prospect,Communications,GumSearch.com,No,No,No,No
1398,Alert Alarm Company,1010,Augustine Paul,Prospect,IT Services,PolicyShare.com,No,No,No,No
1399,Adaptaz,1005,Jasmine Frank,Customer,Consulting,JobBonds.com,Yes,Yes,No,Yes
1400,Movie Gallery,1007,David Love,Customer,Pharma,BroadcastRealtime.com,Yes,Yes,Yes,Yes
1401,Heslop's,1010,Augustine Paul,Prospect,IT Services,FlexSquare.com,No,No,No,No
